# Directed
# from_node_id to_node_id lt_influence
107 1296 0.059768
107 1298 0.001385
107 1299 0.091174
107 1301 0.744278
107 1302 0.012122
107 1314 0.103444
107 1315 0.030709
107 1316 0.072833
107 1317 0.262717
107 1322 0.030377
107 1323 0.022238
107 1326 0.423773
107 1328 0.104595
107 1330 0.023886
107 1333 0.069273
107 1337 0.044559
107 1343 0.010430
107 1345 0.008136
107 1349 0.070161
107 1350 0.031313
107 1354 0.474705
107 1359 0.033211
107 1370 0.018649
107 1371 0.059322
107 1373 0.028575
107 1374 0.048128
107 1381 0.102733
107 1387 0.410620
107 1388 0.019425
107 1393 0.053304
107 1394 0.106114
107 1395 0.667666
107 1397 0.044085
107 1398 0.024407
107 1399 0.015229
107 1400 0.163304
107 1405 0.046039
107 1407 0.039892
107 1413 0.029305
107 1414 0.245718
107 1415 0.060374
107 1419 0.072365
107 1422 0.149269
107 1425 0.042573
107 1426 0.050341
107 1431 0.009886
107 1433 0.064369
107 1439 0.003555
107 1441 0.040334
107 1448 0.064381
107 1452 0.025853
107 1453 0.162362
107 1459 0.032156
107 1460 0.010970
107 1461 0.281346
107 1463 0.187617
107 1472 0.009918
107 1473 0.025228
107 1477 0.206117
107 1483 0.012556
107 1485 0.010462
107 1486 0.774201
107 1491 0.000088
107 1494 0.048486
107 1495 0.012725
107 1499 0.074099
107 1502 0.061775
107 1506 0.222462
107 1507 0.041397
107 1522 0.009100
107 1523 0.055914
107 1525 0.052037
107 1529 0.022293
107 1530 0.008199
107 1532 0.052687
107 1533 0.070586
107 1535 0.025135
107 1537 0.255681
107 1538 0.007966
107 1540 0.043581
107 1545 0.048991
107 1546 0.618878
107 1548 0.010192
107 1549 0.029042
107 1550 0.040837
107 1560 0.624376
107 1562 0.390270
107 1563 0.017695
107 1566 0.103060
107 1567 0.062390
107 1568 0.144812
107 1569 0.028408
107 1574 0.054819
107 1578 0.052702
107 1580 0.024033
107 1583 0.020925
107 1584 0.011255
107 1585 0.148404
107 1588 0.087753
107 1592 0.132230
107 1593 0.088975
107 1594 0.052829
107 1596 0.055841
107 1600 0.004977
107 1603 0.010748
107 1606 0.038504
107 1610 0.002135
107 1612 0.020183
107 1613 0.010248
107 1619 0.000491
107 1621 0.007285
107 1629 0.005473
107 1631 0.364214
107 1635 0.032571
107 1636 0.012775
107 1637 0.014592
107 1648 0.124900
107 1649 0.047838
107 1651 0.396729
107 1653 0.014419
107 1654 0.156341
107 1657 0.690513
107 1658 0.019245
107 1661 0.053280
107 1663 0.004263
107 1664 0.343202
107 1668 0.004863
107 1670 0.198848
107 1675 0.026167
107 1678 0.212260
107 1679 0.148373
107 1680 0.048727
107 1681 0.059405
107 1688 0.011443
107 1689 0.016086
107 1694 0.005573
107 1704 0.109929
107 1705 0.038858
107 1706 0.054040
107 1715 0.044309
107 1722 0.048545
107 1725 0.061344
107 1726 0.117013
107 1727 0.030587
107 1728 0.012077
107 1734 0.059916
107 1737 0.033010
107 1738 0.012150
107 1740 0.033390
107 1741 0.023338
107 1743 0.059796
107 1746 0.006551
107 1749 0.174251
107 1753 0.042674
107 1758 0.096115
107 1760 0.117985
107 1761 0.025922
107 1763 0.094311
107 1766 0.071929
107 1767 0.040334
107 1768 0.013397
107 1769 0.095519
107 1770 0.005162
107 1772 0.063755
107 1773 0.026400
107 1775 0.288851
107 1778 0.062725
107 1779 0.146179
107 1785 0.128213
107 1786 0.004122
107 1788 0.088812
107 1793 0.009877
107 1796 0.035846
107 1797 0.166506
107 1799 0.011904
107 1804 0.009366
107 1808 0.114411
107 1819 0.074684
107 1823 0.020604
107 1826 0.041854
107 1829 0.159408
107 1831 0.007670
107 1835 0.002383
107 1838 0.060828
107 1840 0.605826
107 1843 0.093144
107 1847 0.207729
107 1854 0.735963
107 1856 0.325465
107 1857 0.040154
107 1859 0.065358
107 1860 0.264284
107 1863 0.088895
107 1865 0.089606
107 1866 0.069066
107 1868 0.038138
107 1869 0.170445
107 1870 0.184664
107 1878 0.110812
107 1882 0.048083
107 1887 0.049496
107 1888 0.004604
107 1892 0.326980
107 1895 0.149896
107 1899 0.013516
107 1906 0.139661
108 0 0.001557
108 21 0.013112
108 281 0.002394
109 0 0.000751
109 13 0.086176
109 50 0.048517
109 56 0.011841
109 67 0.033282
109 104 0.039988
109 119 0.015897
109 122 0.046189
109 142 0.025697
109 158 0.060394
109 169 0.097311
109 186 0.078579
109 239 0.047862
109 252 0.045930
109 277 0.017306
109 295 0.230529
109 303 0.170360
109 314 0.177413
109 324 0.033716
109 331 0.172561
110 0 0.004364
110 8 0.248958
110 259 0.416043
110 264 0.071755
111 17 0.190197
111 20 0.071345
111 41 0.055354
111 93 0.013710
111 214 0.012919
111 312 0.038169
111 343 0.119295
112 0 0.002040
112 174 0.565593
113 0 0.002986
113 9 0.013076
113 26 0.050901
113 40 0.023049
113 56 0.019467
113 66 0.114557
113 67 0.000099
113 72 0.069815
113 98 0.046124
113 104 0.047575
113 119 0.039009
113 134 0.104104
113 148 0.097844
113 169 0.088398
113 172 0.036034
113 199 0.007975
113 271 0.006998
113 277 0.036942
113 285 0.030682
113 291 0.032612
113 304 0.056341
113 334 0.006373
113 342 0.015349
114 0 0.002539
115 0 0.003958
115 2 0.186082
115 14 0.074535
115 17 0.163125
115 19 0.086749
115 20 0.020301
115 28 0.122801
115 41 0.090238
115 116 0.496189
115 140 0.100809
115 144 0.030821
115 220 0.519192
115 262 0.484826
116 0 0.007301
116 2 0.107709
116 14 0.211101
116 28 0.076961
116 41 0.031689
116 140 0.039998
116 144 0.019536
116 149 0.014931
116 162 0.047359
116 214 0.052550
116 226 0.405529
116 312 0.094763
116 326 0.261877
116 343 0.148129
117 77 0.125944
118 0 0.006494
118 16 0.321256
118 26 0.021039
118 29 0.101710
118 65 0.214238
118 82 0.007675
118 109 0.034423
118 134 0.087010
118 203 0.052016
118 252 0.010701
118 265 0.124333
118 313 0.010051
118 322 0.024673
118 324 0.278588
119 0 0.006026
119 9 0.005466
119 21 0.043535
119 26 0.001199
119 50 0.144804
119 54 0.016589
119 56 0.013107
119 67 0.016962
119 79 0.026705
119 98 0.027579
119 100 0.083531
119 105 0.185110
119 128 0.089629
119 132 0.092963
119 163 0.394709
119 188 0.023691
119 208 0.157539
119 229 0.587926
119 269 0.186004
119 271 0.013840
119 277 0.065337
119 280 0.063337
119 297 0.064093
119 324 0.028642
119 329 0.027061
119 339 0.112643
120 0 0.004087
120 277 0.063101
121 0 0.007407
121 39 0.140697
121 69 0.169945
121 82 0.043270
121 113 0.036426
121 280 0.092910
121 315 0.000152
122 0 0.004766
122 21 0.013051
122 25 0.005501
122 26 0.015538
122 31 0.066276
122 56 0.012808
122 62 0.057507
122 67 0.011909
122 98 0.040877
122 104 0.029492
122 113 0.012347
122 119 0.023743
122 156 0.304381
122 170 0.047696
122 200 0.067570
122 236 0.009412
122 239 0.048543
122 252 0.006886
122 271 0.056398
122 272 0.079359
122 276 0.200592
122 281 0.219891
122 303 0.029661
122 304 0.085312
122 315 0.058058
122 322 0.017618
122 323 0.107940
122 332 0.043560
122 345 0.065827
123 0 0.006378
123 21 0.035951
123 55 0.063766
123 67 0.039550
123 98 0.034449
123 104 0.066368
123 122 0.018830
123 142 0.027448
123 334 0.082554
124 23 0.049687
124 157 0.450792
125 0 0.003089
125 119 0.014100
125 136 0.020828
126 88 0.138835
127 0 0.002632
127 21 0.042783
127 108 0.081480
127 184 0.045583
127 251 0.173591
128 56 0.006808
128 98 0.041060
128 122 0.038262
128 169 0.038629
128 170 0.055250
128 172 0.023850
128 203 0.034397
128 213 0.038664
128 252 0.047697
128 265 0.173224
128 315 0.068195
129 0 0.007341
129 7 0.046229
129 31 0.087661
130 0 0.003680
130 25 0.013219
130 48 0.012003
130 53 0.002870
130 62 0.024463
130 73 0.185244
130 322 0.062003
130 329 0.225279
131 0 0.007105
131 99 0.187693
131 225 0.219371
131 227 0.159166
132 0 0.006204
132 40 0.043405
132 45 0.101192
132 56 0.010498
132 72 0.018093
132 113 0.059656
132 317 0.211931
133 9 0.017083
133 26 0.008726
133 40 0.043581
133 62 0.022973
133 315 0.041326
133 322 0.027097
134 0 0.003119
134 9 0.028456
134 56 0.031294
134 67 0.008393
134 132 0.166763
134 248 0.133686
134 304 0.006090
134 334 0.063805
135 0 0.003007
135 36 0.039517
135 127 0.096600
135 251 0.144607
135 281 0.150960
136 7 0.041538
136 21 0.000666
136 56 0.002610
136 67 0.026237
136 87 0.092819
136 103 0.141381
136 120 0.637205
136 122 0.039439
136 322 0.057791
136 324 0.183756
136 339 0.092457
136 1932 0.001659
136 1955 0.016393
136 1995 0.026121
136 1998 0.004545
136 2001 0.035449
136 2007 0.014161
136 2018 0.008170
136 2027 0.020866
136 2032 0.013200
136 2039 0.000361
136 2081 0.005280
136 2116 0.046064
136 2128 0.015886
136 2133 0.014961
136 2153 0.008149
136 2157 0.016785
136 2174 0.023564
136 2203 0.016596
136 2247 0.031242
136 2250 0.026051
136 2279 0.004716
136 2319 0.019338
136 2337 0.087536
136 2384 0.016082
136 2436 0.006900
136 2475 0.005114
136 2494 0.106673
136 2511 0.033655
136 2547 0.020390
136 2571 0.036361
136 2589 0.028303
136 2635 0.093515
136 2640 0.033859
136 2643 0.035700
136 2660 0.104821
137 32 0.369899
137 41 0.083119
137 93 0.139865
137 111 0.237473
137 115 0.143512
137 289 0.312418
137 310 0.006069
138 0 0.005348
138 19 0.092592
139 0 0.006092
139 127 0.052936
139 197 0.121704
139 281 0.200262
139 320 0.018764
140 41 0.062419
140 137 0.116785
141 0 0.004063
141 9 0.008328
141 26 0.021821
141 39 0.065634
141 40 0.004972
141 56 0.012602
141 67 0.026075
141 72 0.071785
141 98 0.011190
141 122 0.010869
141 133 0.073664
141 172 0.043207
141 258 0.005123
141 272 0.020041
141 280 0.007394
141 304 0.033930
141 323 0.014584
142 9 0.019993
142 10 0.061699
142 21 0.027984
142 26 0.006605
142 45 0.135629
142 56 0.012462
142 62 0.057416
142 66 0.005001
142 67 0.014637
142 104 0.013475
142 113 0.041608
142 122 0.040573
142 134 0.076031
142 203 0.033259
142 236 0.035967
142 239 0.005854
142 277 0.030828
142 332 0.016824
142 345 0.188361
143 0 0.003078
143 35 0.378527
143 46 0.045350
143 131 0.072463
143 175 0.357653
143 177 0.276241
143 278 0.343360
144 0 0.002080
144 17 0.093257
144 41 0.041087
144 140 0.113797
144 149 0.139821
144 151 0.676789
145 0 0.003635
146 0 0.006637
146 50 0.156709
146 53 0.070030
146 119 0.014757
146 136 0.018242
146 148 0.131109
146 339 0.100564
147 0 0.004323
147 6 0.365737
147 89 0.476061
147 95 0.021246
148 9 0.022758
148 13 0.008360
148 25 0.009406
148 82 0.019406
148 109 0.034851
148 119 0.002557
148 176 0.228452
148 224 0.133773
148 261 0.091235
148 271 0.040248
149 0 0.002223
149 20 0.141622
149 28 0.151768
149 115 0.149996
149 312 0.123298
149 326 0.061983
150 100 0.225590
150 119 0.026125
150 128 0.085850
150 171 0.012167
150 217 0.156422
151 0 0.001525
151 14 0.268890
151 28 0.126355
151 41 0.050913
151 310 0.043120
152 0 0.004167
152 275 0.245999
154 0 0.008150
155 0 0.008394
155 157 0.504802
156 5 0.098500
156 67 0.022516
156 136 0.016008
156 272 0.028355
157 0 0.002203
158 0 0.000160
158 5 0.040548
158 22 0.186607
158 25 0.044991
158 26 0.009355
158 40 0.019376
158 60 0.099608
158 67 0.027459
158 113 0.081239
158 132 0.018945
158 142 0.057329
